MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,WoodDeckSF,OpenPorchSF,EnclosedPorch,MoSold,YrSold,SaleType,SaleCondition,SalePrice
20,RL,109.0,8724,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,5,1968,1968,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,492,Unf,0,402,894,Gd,894,0,894,0,1,0,3,TA,5,1,Attchd,1968.0,Fin,2,450,TA,0,0,0,5,2007,WD,Normal,129000
90,RL,60.0,12900,Reg,Lvl,Inside,Sawyer,Feedr,Duplex,SFoyer,4,4,1969,1969,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,1198,Unf,0,0,1198,TA,1258,0,1258,2,0,2,0,TA,6,0,CarPort,1969.0,Unf,2,400,Fa,120,0,0,1,2008,WD,Alloca,108959
80,RL,70.04995836802665,16157,IR1,Lvl,FR2,Veenker,Feedr,1Fam,SLvl,5,7,1978,1978,Gable,Plywood,Plywood,None,0.0,TA,TA,PConc,Gd,TA,Gd,ALQ,680,Rec,391,289,1360,Ex,1432,0,1432,1,1,1,2,Gd,5,1,Attchd,1978.0,Unf,2,588,TA,168,180,0,6,2007,WD,Normal,194000
20,RL,79.0,9541,IR1,Lvl,Inside,NridgHt,Norm,1Fam,1Story,7,5,2009,2009,Gable,VinylSd,VinylSd,Stone,268.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1502,1502,Ex,1502,0,1502,0,2,0,3,Gd,7,0,Attchd,2009.0,RFn,2,644,TA,0,114,0,9,2009,New,Partial,233170
20,RL,64.0,10475,IR1,Lvl,Corner,CollgCr,Norm,1Fam,1Story,8,5,2008,2008,Gable,VinylSd,VinylSd,Stone,72.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1694,1694,Ex,1694,0,1694,0,2,0,3,Gd,7,0,Attchd,2008.0,RFn,3,776,TA,160,33,0,2,2010,WD,Normal,245350
60,RL,58.0,10852,IR1,Lvl,Inside,Gilbert,RRAn,1Fam,2Story,6,5,2000,2000,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,786,Unf,0,173,959,Ex,959,712,1671,1,2,1,3,TA,7,1,Attchd,2000.0,Fin,2,472,TA,0,38,0,2,2006,WD,Normal,173000
70,RL,120.0,13728,Reg,Lvl,Corner,Edwards,Norm,1Fam,2Story,6,7,1935,1986,Hip,Stucco,Stucco,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,626,Unf,0,501,1127,Ex,1236,872,2108,0,2,0,4,Gd,7,2,Basment,1935.0,Unf,2,540,TA,0,0,0,7,2008,WD,Normal,235000
60,RL,118.0,35760,IR1,Lvl,CulDSac,NoRidge,Norm,1Fam,2Story,10,5,1995,1996,Hip,HdBoard,HdBoard,BrkFace,1378.0,Gd,Gd,PConc,Ex,TA,Gd,GLQ,1387,Unf,0,543,1930,Ex,1831,1796,3627,1,3,1,4,Gd,10,1,Attchd,1995.0,Fin,3,807,TA,361,76,0,7,2006,WD,Normal,625000
80,RL,76.0,9880,Reg,Lvl,Inside,Mitchel,Norm,1Fam,SLvl,6,6,1977,1977,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,522,Unf,0,574,1096,TA,1118,0,1118,1,1,0,3,TA,6,1,Attchd,1977.0,Fin,1,358,TA,203,0,0,7,2008,WD,Normal,171000
20,RL,76.0,9120,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,6,1958,1958,Hip,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,662,Unf,0,599,1261,Ex,1261,0,1261,1,1,0,3,TA,6,1,Attchd,1958.0,RFn,2,433,TA,0,0,0,11,2008,WD,Normal,163000
160,FV,35.0,4017,IR1,Lvl,Inside,Somerst,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,625,625,Ex,625,625,1250,0,2,1,2,Gd,5,0,Detchd,2006.0,Fin,2,625,TA,0,54,0,3,2008,WD,Normal,171900
50,RL,138.0,18030,IR1,Bnk,Inside,ClearCr,Norm,1Fam,1.5Fin,5,6,1946,1994,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,152,BLQ,469,977,1598,TA,1636,971,3086,0,3,0,3,Ex,12,1,Attchd,2005.0,Unf,0,0,TA,122,0,0,3,2007,WD,Normal,200500
70,RL,80.0,16560,IR1,Lvl,Inside,Crawfor,Norm,1Fam,2Story,6,8,1932,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,503,Unf,0,449,952,TA,1170,1175,2345,0,2,1,4,TA,9,1,Detchd,1932.0,Unf,2,360,TA,0,0,0,7,2006,WD,Normal,239000
50,RL,85.0,10678,Reg,Lvl,Inside,NoRidge,Norm,1Fam,1.5Fin,8,5,1992,2000,Hip,HdBoard,HdBoard,BrkFace,337.0,Gd,TA,PConc,Gd,TA,No,GLQ,700,Unf,0,983,1683,Ex,2129,743,2872,0,2,1,4,Gd,9,1,Attchd,1992.0,Fin,2,541,TA,0,33,0,4,2007,WD,Normal,285000
20,RL,37.0,6951,IR1,Lvl,CulDSac,Mitchel,Norm,1Fam,1Story,5,5,1984,1985,Gable,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,658,Unf,0,218,876,TA,923,0,923,1,1,0,3,TA,5,0,Attchd,1984.0,Unf,1,264,TA,362,0,0,10,2008,WD,Normal,119500
50,RM,70.04995836802665,3950,Reg,Bnk,Inside,OldTown,Artery,1Fam,1.5Fin,6,8,1926,2004,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,468,Unf,0,350,818,TA,818,406,1224,0,1,0,3,TA,5,0,Detchd,1926.0,Unf,1,210,TA,0,0,116,12,2009,WD,Normal,115000
50,RL,54.0,7681,IR1,Lvl,FR2,Crawfor,Norm,1Fam,1.5Fin,5,6,1921,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,731,731,Ex,820,523,1343,0,1,1,3,TA,7,1,Detchd,1921.0,Unf,1,186,Fa,192,0,102,7,2009,WD,Normal,154900
20,RL,77.0,8335,Reg,Lvl,Corner,Edwards,Norm,1Fam,1Story,5,5,1954,1954,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Slab,TA,TA,No,Unf,0,Unf,0,0,0,Gd,1124,0,1124,0,1,0,3,TA,5,1,Attchd,2005.0,Unf,0,0,TA,0,36,190,4,2006,WD,Normal,93000
60,RL,70.04995836802665,11170,IR2,Lvl,Corner,Timber,Norm,1Fam,2Story,7,5,1990,1991,Gable,MetalSd,MetalSd,None,0.0,TA,TA,Wood,Gd,TA,No,LwQ,1216,Unf,0,0,1216,Ex,1298,1216,2514,0,2,1,4,TA,8,0,Attchd,1990.0,Fin,2,693,TA,0,0,0,4,2006,WD,Normal,250000
120,RM,64.0,5587,IR1,HLS,Inside,Crawfor,Norm,TwnhsE,1Story,8,5,2008,2008,Hip,CemntBd,CmentBd,Stone,186.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1480,Unf,0,120,1600,Ex,1652,0,1652,1,2,0,2,Gd,5,1,Attchd,2008.0,Fin,2,482,TA,162,53,0,11,2008,New,Partial,392500
60,RL,160.0,15623,IR1,Lvl,Corner,NoRidge,Norm,1Fam,2Story,10,5,1996,1996,Hip,Wd Sdng,ImStucc,None,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,2096,Unf,0,300,2396,Ex,2411,2065,4476,1,3,1,4,Ex,10,2,Attchd,1996.0,Fin,3,813,TA,171,78,0,7,2007,WD,Abnorml,745000
30,RL,60.0,10800,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,5,6,1920,1950,Hip,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,821,Unf,0,299,1120,Ex,1130,0,1130,1,1,0,2,TA,5,1,Detchd,1970.0,Unf,2,720,TA,229,0,0,6,2006,WD,Normal,120000
20,RL,50.0,35133,Reg,Lvl,Inside,Timber,Norm,1Fam,1Story,5,4,1963,1963,Hip,MetalSd,MetalSd,BrkFace,226.0,TA,TA,CBlock,TA,TA,Gd,Rec,1159,Unf,0,413,1572,Gd,1572,0,1572,1,1,1,3,TA,5,2,2Types,1963.0,RFn,3,995,TA,0,263,0,5,2007,WD,Normal,186700
50,RL,60.0,9738,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,5,7,1924,1950,Gable,AsbShng,AsbShng,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,392,Unf,0,392,784,Gd,949,272,1221,1,1,0,4,TA,7,0,Attchd,1965.0,Unf,1,392,TA,0,0,236,3,2006,WD,Normal,104900
190,RL,107.0,10615,IR1,Bnk,Corner,OldTown,Artery,2fmCon,2Story,3,5,1900,1970,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Fa,TA,Mn,BLQ,440,Unf,0,538,978,TA,1014,685,1699,1,2,0,3,TA,7,0,CarPort,1920.0,Unf,2,420,Fa,0,74,0,8,2009,WD,Abnorml,95000
20,RL,89.0,12461,Reg,Lvl,Corner,NoRidge,Norm,1Fam,1Story,8,5,1994,1995,Gable,ImStucc,ImStucc,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1456,Unf,0,168,1624,Ex,1624,0,1624,1,2,0,2,Gd,5,1,Attchd,1994.0,RFn,3,757,TA,0,114,192,7,2006,WD,Normal,262000
60,RL,68.0,8935,IR1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,2002,2002,Gable,VinylSd,VinylSd,BrkFace,95.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,831,831,Ex,831,829,1660,0,2,1,3,Gd,7,0,Attchd,2002.0,RFn,2,493,TA,144,68,0,7,2009,WD,Normal,195000
60,RL,60.0,7500,Reg,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,5,1999,1999,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,994,994,Gd,1028,776,1804,0,2,1,3,Gd,7,1,Attchd,1999.0,Fin,2,442,TA,140,60,0,6,2010,WD,Normal,189000
190,RL,70.04995836802665,32463,Reg,Low,Inside,Mitchel,Norm,2fmCon,1Story,4,4,1961,1975,Gable,MetalSd,MetalSd,Stone,149.0,TA,Gd,CBlock,TA,TA,Av,BLQ,1159,Unf,0,90,1249,Ex,1622,0,1622,1,1,0,3,TA,7,1,2Types,1975.0,Fin,4,1356,TA,439,0,0,3,2007,WD,Normal,168000
160,FV,24.0,2645,Reg,Lvl,Inside,Somerst,Norm,Twnhs,2Story,8,5,1999,2000,Gable,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,776,776,Ex,764,677,1441,0,2,1,2,Gd,5,0,Detchd,1999.0,Unf,2,492,TA,206,0,0,11,2007,WD,Normal,174000
50,RM,60.0,9600,Reg,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,5,8,1925,1994,Gambrel,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,Mn,Unf,0,Unf,0,702,702,Gd,842,630,1472,0,1,0,3,Gd,6,0,Detchd,1925.0,Unf,1,250,TA,0,0,84,7,2007,WD,Normal,125000
120,RM,70.04995836802665,4500,Reg,Lvl,FR2,Mitchel,Norm,TwnhsE,1Story,6,5,1999,1999,Hip,VinylSd,VinylSd,BrkFace,425.0,TA,TA,PConc,Ex,TA,No,GLQ,883,Unf,0,341,1224,Ex,1224,0,1224,1,2,0,2,TA,5,0,Attchd,1999.0,Fin,2,402,TA,0,304,0,6,2009,WD,Normal,165000
60,RL,80.0,9364,Reg,Lvl,Corner,Sawyer,Norm,1Fam,2Story,6,7,1969,1969,Gable,HdBoard,HdBoard,Stone,143.0,TA,TA,CBlock,TA,TA,No,ALQ,371,Unf,0,292,663,TA,663,689,1352,0,1,1,4,TA,7,0,Attchd,1969.0,Fin,1,299,TA,379,36,0,3,2010,WD,Normal,158000
60,RL,51.0,8029,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,2005,2005,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,728,728,Ex,728,728,1456,0,2,1,3,Gd,8,0,Attchd,2005.0,Fin,2,400,TA,100,24,0,7,2008,WD,Normal,176000
60,RL,58.0,14054,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,879,879,Ex,879,984,1863,0,2,1,4,Gd,9,1,BuiltIn,2006.0,Fin,3,660,TA,100,17,0,11,2006,New,Partial,219210
75,RM,65.0,8850,IR1,Bnk,Corner,OldTown,Norm,1Fam,2.5Unf,7,6,1916,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,815,815,Ex,815,875,1690,0,1,0,3,TA,7,1,Detchd,1916.0,Unf,1,225,TA,0,0,330,7,2006,ConLw,Normal,144000
20,RL,70.0,9100,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2001,2001,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1212,1212,Ex,1212,0,1212,0,2,0,3,Gd,6,0,Attchd,2001.0,RFn,2,573,TA,356,0,0,6,2009,WD,Normal,178000
20,RL,75.0,11235,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,4,5,1963,1979,Gable,HdBoard,HdBoard,BrkFace,51.0,TA,TA,CBlock,TA,TA,No,Rec,547,Unf,0,504,1051,Gd,1382,0,1382,0,1,1,3,TA,6,1,Attchd,1974.0,Unf,2,459,TA,0,82,0,10,2006,WD,Normal,148000
20,RL,71.0,9353,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,4,5,1970,1970,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,864,864,Gd,864,0,864,0,1,0,3,TA,5,0,Attchd,1972.0,Unf,1,280,TA,0,0,0,7,2006,Oth,Abnorml,116050
60,RL,80.0,10400,Reg,Lvl,Corner,CollgCr,Norm,1Fam,2Story,7,5,1998,1998,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,866,866,Ex,866,913,1779,0,2,1,3,Gd,6,0,Attchd,1998.0,RFn,2,546,TA,198,36,0,3,2009,WD,Normal,197900
50,RM,50.0,6000,Reg,Lvl,Corner,BrkSide,Norm,1Fam,1.5Fin,5,8,1925,1997,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,884,884,Ex,884,464,1348,1,1,0,3,TA,5,1,Detchd,1960.0,Unf,1,216,TA,0,0,208,5,2009,WD,Normal,117000
20,RL,75.0,9750,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2000,2001,Gable,VinylSd,VinylSd,BrkFace,171.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1630,1630,Ex,1630,0,1630,0,2,0,3,Gd,6,1,Attchd,2000.0,Unf,2,451,TA,74,234,0,10,2009,WD,Normal,213000
20,RL,78.0,10140,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,5,6,1975,1975,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,788,Unf,0,268,1056,Ex,1074,0,1074,1,1,1,3,TA,6,0,Attchd,1975.0,RFn,2,495,TA,0,88,0,7,2006,WD,Normal,153500
20,RL,90.0,14684,IR1,Lvl,CulDSac,SawyerW,Norm,1Fam,1Story,7,7,1990,1991,Hip,HdBoard,HdBoard,BrkFace,234.0,Gd,TA,CBlock,Gd,TA,Mn,ALQ,485,BLQ,177,1496,2158,Gd,2196,0,2196,0,2,0,3,Gd,7,1,Attchd,1990.0,RFn,3,701,TA,84,70,0,6,2009,WD,Normal,271900
20,RH,70.04995836802665,8900,Reg,Lvl,Inside,SawyerW,Norm,1Fam,1Story,4,4,1966,1966,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,1056,Unf,0,0,1056,TA,1056,0,1056,1,1,0,2,TA,5,0,Detchd,1966.0,Unf,1,384,TA,0,42,0,11,2006,WD,Normal,107000
20,RL,70.0,9135,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,6,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,120.0,Gd,TA,PConc,Gd,TA,Av,GLQ,340,Unf,0,1342,1682,Ex,1700,0,1700,1,2,0,3,Gd,7,0,Attchd,2003.0,RFn,2,544,TA,192,23,0,5,2006,WD,Normal,200000
20,RL,70.0,7763,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,7,1962,1980,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,504,BLQ,108,319,931,TA,1283,0,1283,1,1,0,3,TA,6,0,Detchd,1980.0,Unf,2,506,TA,0,0,0,10,2008,WD,Normal,140000
20,RL,85.0,10182,IR1,Lvl,CulDSac,Somerst,RRNn,1Fam,1Story,8,5,2006,2006,Hip,VinylSd,VinylSd,Stone,420.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,1220,Unf,0,440,1660,Ex,1660,0,1660,1,2,0,3,Gd,8,1,Attchd,2006.0,RFn,2,500,TA,322,50,0,5,2006,New,Partial,290000
60,RL,70.0,11218,Reg,Lvl,Inside,SawyerW,Norm,1Fam,2Story,6,5,1992,1992,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1055,1055,Ex,1055,790,1845,0,2,1,3,Gd,8,1,Attchd,1992.0,RFn,2,462,TA,635,104,0,5,2010,WD,Normal,189000
50,RL,152.0,12134,IR1,Bnk,Inside,Gilbert,Norm,1Fam,1.5Fin,8,7,1988,2005,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,Wood,Gd,TA,Av,GLQ,427,Unf,0,132,559,Gd,1080,672,1752,0,2,0,4,TA,8,0,Basment,1988.0,RFn,2,492,TA,325,12,0,6,2010,WD,Normal,164000
30,RL,50.0,9340,Reg,Lvl,Inside,Edwards,Norm,1Fam,1Story,4,6,1941,1950,Hip,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,344,Unf,0,328,672,TA,672,0,672,1,1,0,2,TA,4,0,Attchd,1941.0,Unf,1,234,TA,0,113,0,8,2009,WD,Normal,113000
80,RL,70.04995836802665,10246,IR1,Lvl,CulDSac,Sawyer,Norm,1Fam,SLvl,4,9,1965,2001,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,Gd,Av,GLQ,648,Unf,0,0,648,Ex,960,0,960,1,0,0,0,TA,3,0,Attchd,1965.0,Unf,1,364,TA,88,0,0,5,2006,WD,Normal,145000
85,RL,69.0,10205,IR1,Lvl,Inside,NAmes,Norm,1Fam,SFoyer,5,5,1962,1962,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,784,Unf,0,141,925,TA,999,0,999,1,1,0,3,TA,6,0,Attchd,1962.0,Unf,1,300,TA,150,72,0,5,2006,WD,Normal,134500
20,RL,99.0,7094,IR1,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,5,1966,1966,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,180,LwQ,374,340,894,TA,894,0,894,0,1,0,3,TA,5,0,Detchd,1966.0,RFn,1,384,TA,0,0,0,5,2007,WD,Normal,125000
90,RM,68.0,8930,Reg,Lvl,Inside,Sawyer,RRAe,Duplex,1.5Fin,6,5,1978,1978,Gable,VinylSd,VinylSd,None,0.0,TA,TA,Slab,TA,TA,No,Unf,0,Unf,0,0,0,TA,1318,584,1902,0,2,0,4,TA,8,0,Attchd,1978.0,Unf,2,539,TA,0,0,0,4,2010,WD,Normal,112000
20,FV,72.0,8640,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,8,5,2009,2009,Gable,CemntBd,CmentBd,Stone,72.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,936,Unf,0,364,1300,Ex,1314,0,1314,1,2,0,3,Gd,6,0,Attchd,2009.0,RFn,2,552,TA,135,112,0,9,2009,New,Partial,229456
50,RM,52.0,6240,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,4,5,1947,1950,Gable,AsbShng,AsbShng,None,0.0,TA,TA,Slab,TA,TA,No,Unf,0,Unf,0,0,0,Gd,672,240,912,0,1,0,2,TA,3,0,Attchd,2005.0,Unf,0,0,TA,0,0,0,7,2006,WD,Normal,80500
160,RM,21.0,1680,Reg,Lvl,Inside,BrDale,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CemntBd,CmentBd,BrkFace,236.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,672,672,TA,672,546,1218,0,1,1,3,TA,7,0,Attchd,2005.0,Unf,0,0,TA,201,0,0,4,2006,WD,Abnorml,91500
20,RL,66.0,7800,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1964,1964,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,312,LwQ,600,0,912,TA,912,0,912,0,1,0,2,TA,5,0,Attchd,1964.0,Unf,1,288,TA,0,0,0,11,2006,WD,Abnorml,115000
20,RL,55.0,8250,Reg,Lvl,Inside,Sawyer,Feedr,1Fam,1Story,5,5,1968,1968,Hip,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,250,LwQ,492,210,952,Ex,1211,0,1211,0,1,0,3,TA,5,1,Attchd,1968.0,Unf,1,322,TA,0,63,0,8,2008,WD,Normal,134000
50,RL,78.0,10496,Reg,Lvl,Inside,NAmes,Artery,1Fam,1.5Fin,6,6,1949,1950,Gable,Wd Sdng,Wd Sdng,BrkFace,320.0,TA,TA,CBlock,TA,TA,Mn,Rec,196,Unf,0,844,1040,Ex,1168,678,1846,0,2,0,3,TA,7,1,Attchd,1949.0,Unf,1,315,TA,0,0,0,1,2007,WD,Normal,143000
20,RL,89.0,10680,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,3,1951,1951,Hip,Wd Sdng,Wd Sdng,BrkFace,44.0,TA,TA,CBlock,TA,Fa,No,LwQ,756,Unf,0,1380,2136,TA,2136,0,2136,0,2,0,4,TA,7,0,Detchd,1951.0,Unf,2,528,TA,0,30,0,10,2006,WD,Normal,137900
60,RL,60.0,15384,IR1,Lvl,Inside,Gilbert,RRAn,1Fam,2Story,7,5,2004,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,724,Unf,0,64,788,Ex,788,702,1490,1,2,1,3,Gd,8,1,Attchd,2004.0,Fin,2,388,TA,100,75,0,2,2008,WD,Normal,184000
80,RL,65.0,10482,Reg,Lvl,Inside,NAmes,Norm,1Fam,SLvl,6,8,1958,1958,Hip,VinylSd,VinylSd,BrkFace,63.0,TA,Gd,CBlock,TA,TA,Av,GLQ,507,Unf,0,81,588,Ex,1138,0,1138,0,1,0,3,TA,6,0,Attchd,1958.0,RFn,1,264,TA,224,0,0,6,2007,WD,Normal,145000
60,RL,86.0,14598,IR1,Lvl,CulDSac,Somerst,Feedr,1Fam,2Story,6,5,2007,2007,Gable,VinylSd,VinylSd,Stone,74.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,894,894,Ex,894,1039,1933,0,2,1,4,Gd,9,1,BuiltIn,2007.0,Fin,3,668,TA,100,18,0,1,2008,WD,Normal,214000
20,RL,72.0,8872,Reg,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,8,1965,2008,Gable,VinylSd,VinylSd,BrkFace,300.0,TA,TA,CBlock,TA,TA,No,ALQ,595,Unf,0,317,912,Ex,912,0,912,1,1,0,2,Gd,5,0,Detchd,1992.0,Unf,2,576,TA,0,240,0,12,2008,WD,Normal,147000
120,RL,65.0,8769,Reg,Lvl,Corner,NridgHt,Norm,TwnhsE,1Story,9,5,2008,2008,Hip,MetalSd,MetalSd,BrkFace,766.0,Ex,TA,PConc,Ex,TA,No,GLQ,1540,Unf,0,162,1702,Ex,1702,0,1702,1,1,1,1,Ex,7,1,Attchd,2008.0,Fin,3,1052,TA,0,72,0,10,2008,New,Partial,367294
80,RL,70.0,7910,Reg,Lvl,Inside,NAmes,Norm,1Fam,SLvl,5,5,1960,1960,Hip,BrkFace,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,666,Unf,0,409,1075,Gd,1507,0,1507,0,2,0,4,TA,7,0,Basment,1960.0,Unf,1,404,TA,0,0,0,8,2008,WD,Normal,127000
90,RL,70.04995836802665,18890,IR1,Lvl,Inside,Sawyer,Feedr,Duplex,1.5Fin,5,5,1977,1977,Shed,Plywood,Plywood,None,1.0,TA,TA,CBlock,Gd,TA,No,GLQ,498,Rec,211,652,1361,Ex,1361,1259,2620,0,2,2,4,TA,12,1,BuiltIn,1977.0,RFn,2,600,TA,155,24,145,8,2007,WD,Normal,190000
90,RL,70.0,7728,Reg,Lvl,Inside,NAmes,Norm,Duplex,SLvl,5,6,1962,1962,Hip,Wd Sdng,Wd Sdng,BrkFace,120.0,TA,TA,CBlock,TA,TA,Av,ALQ,803,Unf,0,303,1106,TA,1190,0,1190,1,1,0,3,TA,6,0,Attchd,1962.0,Unf,2,540,TA,0,18,0,5,2006,WD,Normal,132500
90,RL,70.0,9842,Reg,Lvl,FR2,NAmes,Norm,Duplex,1Story,4,5,1962,1962,Gable,HdBoard,HdBoard,None,0.0,TA,TA,Slab,TA,TA,No,Unf,0,Unf,0,0,0,TA,1224,0,1224,0,2,0,2,TA,6,0,CarPort,1962.0,Unf,2,462,TA,0,0,0,3,2007,WD,Normal,101800
20,RL,70.04995836802665,12160,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1959,1959,Hip,Plywood,Plywood,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,Rec,1000,Unf,0,188,1188,Fa,1188,0,1188,1,1,0,3,TA,6,0,Attchd,1959.0,RFn,2,531,TA,0,0,0,5,2010,COD,Abnorml,142000
70,RH,55.0,8525,Reg,Bnk,Inside,SWISU,Norm,1Fam,2Story,5,6,1911,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,Av,Unf,0,Unf,0,940,940,TA,1024,940,1964,0,1,1,4,TA,7,0,Attchd,2005.0,Unf,0,0,TA,0,192,0,11,2008,WD,Abnorml,130000
